study_row_id,network_node_id,record_id,study_label,title,year,doi,experiment_letter,experiment_label,profile_id,parameter_evidence_scope,evidence_stage,toolkit_status,auditory_stimulus,trajectory_kinematics,trial_sequence,task_response,jitter_iti_policy,soa_schedule,tactile_target,baseline_trial_contract,catch_trial_contract,repetition_allocation,block_order_contract,study_structure_schedule,measurement_acquisition_outcome
doi:10.1038/srep18603::c,doi:10.1038/srep18603,serino_2015_peri_hand_exp3,Body part-centered and full body-centered peripersonal space representations. (c),Body part-centered and full body-centered peripersonal space representations.,2015,10.1038/srep18603,c,Experiment 3 — perihand,serino_2015_peri_hand_exp3,experiment_specific,manual_review,runnable,"Dynamic sound rendered by the two-speaker physical setup; exact waveform/asset, level endpoints, and interpolation envelope are not reported.","Looming/receding peri-hand path from about 93 cm to 5 cm at 22 cm/s, sampled at 5,27,50,71,93 cm; traversal about 4.0 s across the 88-cm active path.","Audio-tactile D1-D5 rows, tactile-only endpoint baselines, and auditory-only catches for looming and receding peri-hand sounds.",Respond rapidly to hand vibration using the designated XBOX 360 button and withhold on auditory-only catches; no response deadline is reported.,Intertrial interval randomly shuffled between 500 and 700 ms.,"Five distance-at-touch anchors (5,27,50,71,93 cm) are converted to direction-specific tactile delays using the 22-cm/s path.",100-ms vibration on the dorsum of the hand from a Precision MicroDrives 312-101 motor (150 Hz nominal).,Tactile-only baselines at D1 and D5 equivalent timings: 32 trials.,Auditory-only no-response catch family: 16 trials.,"Sixteen repetitions over five distances, two motion directions, endpoint baselines, and catches; 208 trials total.","The complete 208-trial composition is reported, but numeric block count, within-block randomization, and block order are not.",Design family: single_measurement | Assignment scope: single_cohort | Pps occurrence pattern: within_session_trial_conditions,"perihand_gamepad_rt: behavioral_response, reaction time from hand-vibration onset, native_response_log"
doi:10.1038/srep18603::d,doi:10.1038/srep18603,serino_2015_exps_4_to_6,Body part-centered and full body-centered peripersonal space representations. (d),Body part-centered and full body-centered peripersonal space representations.,2015,10.1038/srep18603,d,Experiment 4 — hand versus trunk/hand on chest,,composite_requires_split,manual_review,runnable,44.1-kHz SoundForge-shaped pink noise in a two-speaker 55-to-70-dB exponential cross-fade; original WAV/envelope unavailable.,"Geometry: Looming/receding line sampled at 5, 24, 43, 62, 81 and 100 cm from the body; hand and trunk tested in separate blocks with the hand on the chest. Kinematics: Reported auditory speed 22 cm/s over the approximately 100-cm two-speaker path; full traversal about 4.55 s.","Trial-sequence evidence recoverable from the prior combined review: Speeded response to 100-ms hand/chest vibration, ignore sound and withhold on auditory-only catches; no response timeout reported.","Speeded response to 100-ms hand/chest vibration, ignore sound and withhold on auditory-only catches; no response timeout reported.",Intertrial interval randomly shuffled between 500 and 700 ms.,"Six distance-at-touch anchors (5,24,43,62,81,100 cm) compiled to SOAs from the 22-cm/s path and reversed by direction.","100-ms, 150-Hz Precision MicroDrives 312-101 vibration on hand dorsum or chest.",Tactile-only endpoint baselines: two timings x two body parts x 16 = 64 trials.,Auditory-only/no-response catches: 32 trials inferred from the reported 480-trial formula.,Sixteen repetitions per reported condition formula; 480 trials total.,Separate hand and trunk blocks are explicit; exact block count/order beyond that split is not reported.,Design family: crossover | Assignment scope: within_participant | Pps occurrence pattern: within_session_block_conditions,"hand_trunk_gamepad_rt: behavioral_response, reaction time from hand/chest vibration onset, native_response_log"
doi:10.1038/srep18603::e,doi:10.1038/srep18603,serino_2015_exps_4_to_6,Body part-centered and full body-centered peripersonal space representations. (e),Body part-centered and full body-centered peripersonal space representations.,2015,10.1038/srep18603,e,Experiment 5 — near versus far hand posture,,composite_requires_split,manual_review,runnable,44.1-kHz SoundForge-shaped pink noise in a two-speaker 55-to-70-dB exponential looming cross-fade; original WAV/envelope unavailable.,"Geometry: Looming line sampled at 5, 24, 43, 62, 81 and 100 cm, tested with the hand positioned near versus far from the trunk. Kinematics: Reported auditory speed 22 cm/s over the approximately 100-cm path; full traversal about 4.55 s.","Trial-sequence evidence recoverable from the prior combined review: Speeded response to 100-ms hand vibration, ignore sound and withhold on catches; no response timeout reported.","Speeded response to 100-ms hand vibration, ignore sound and withhold on catches; no response timeout reported.",Intertrial interval randomly shuffled between 500 and 700 ms.,"Six distance-at-touch anchors (5,24,43,62,81,100 cm) compiled to SOAs from the 22-cm/s looming path.","100-ms, 150-Hz Precision MicroDrives 312-101 vibration on the hand dorsum.",Tactile-only endpoint baselines: two timings x two hand postures x 24 = 96 trials.,Auditory-only/no-response catches: 48 trials inferred from the reported 432-trial formula.,Twenty-four repetitions per reported condition formula; 432 trials total.,Near/far hand posture is explicit; exact posture/block order and catch distribution are not fully reported.,Design family: crossover | Assignment scope: within_participant | Pps occurrence pattern: within_session_block_conditions,"near_far_hand_gamepad_rt: behavioral_response, reaction time from hand-vibration onset, native_response_log"
doi:10.1038/srep18603::f,doi:10.1038/srep18603,serino_2015_exps_4_to_6,Body part-centered and full body-centered peripersonal space representations. (f),Body part-centered and full body-centered peripersonal space representations.,2015,10.1038/srep18603,f,Experiment 6 — face versus trunk congruency,,composite_requires_split,manual_review,runnable,"Dynamic sound through a physical 16-speaker array; exact waveform, source asset, SPL endpoints and gain field are not reported.","Geometry: Front-space looming/receding path sampled at 5, 37, 69, 101, 133, 165 and 197 cm; sound directed toward face or trunk and crossed with face/trunk touch. Kinematics: Reported speed 25 cm/s over an approximately 2-m front-space path; full traversal about 8 s.","Trial-sequence evidence recoverable from the prior combined review: Speeded response to 100-ms face/chest vibration, ignore sound and withhold on catches; no response timeout reported.","Speeded response to 100-ms face/chest vibration, ignore sound and withhold on catches; no response timeout reported.",Intertrial interval randomly shuffled between 500 and 700 ms.,"Seven distance-at-touch anchors (5,37,69,101,133,165,197 cm) compiled to SOAs from the 25-cm/s path and reversed by direction.","100-ms, 150-Hz Precision MicroDrives 312-101 vibration on forehead or upper chest/sternum.",Tactile-only endpoint baselines: two timings x two directions x 16 = 64 trials for each assigned sound/touch-location cell.,Auditory-only/no-response catches: 32 trials inferred from the reported 320-trial formula.,Sixteen repetitions per assigned sound-location x touch-location cell formula; 320 trials total.,Sound-location x touch-location is a between-subject design; exact within-run block count/order is not reported.,Design family: parallel_group | Assignment scope: between_participant_arms | Pps occurrence pattern: single_pps,"face_trunk_gamepad_rt: behavioral_response, reaction time from face/trunk vibration onset, native_response_log"
doi:10.1038/srep18603::g,doi:10.1038/srep18603,,Body part-centered and full body-centered peripersonal space representations. (g),Body part-centered and full body-centered peripersonal space representations.,2015,10.1038/srep18603,g,Experiment 7 — modality/scope not assessed,,none,no_exact_doi_audit_join,runnable,No auditory stimulus is used in Experiment 7.,No auditory trajectory exists.,The trial sequence belongs to an out-of-scope visual-tactile task.,Response mechanics belong to the out-of-scope visual-tactile protocol.,No auditory PPS protocol.,No auditory-to-tactile SOA schedule.,Tactile stimulation belongs to the out-of-scope visual-tactile protocol.,No auditory PPS baseline contract.,No auditory PPS catch contract.,No auditory PPS repetition allocation.,No auditory PPS block/order contract.,Design family: single_measurement | Assignment scope: single_cohort | Pps occurrence pattern: within_session_trial_conditions,"visual_tactile_face_trunk_gamepad_rt: behavioral_response, reaction time from face/trunk vibration onset, native_response_log"
doi:10.1016/j.neuropsychologia.2009.11.009::a,doi:10.1016/j.neuropsychologia.2009.11.009,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation. (a),Everyday use of the computer mouse extends peripersonal space representation.,2010,10.1016/j.neuropsychologia.2009.11.009,a,Experiment 1 — right-hand mouse-use task,,composite_requires_split,current_audit_without_manual_review,supported_incomplete,,,,,,,,,,,,,
doi:10.1016/j.neuropsychologia.2009.11.009::b,doi:10.1016/j.neuropsychologia.2009.11.009,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation. (b),Everyday use of the computer mouse extends peripersonal space representation.,2010,10.1016/j.neuropsychologia.2009.11.009,b,Experiment 2 — new-group left-hand mouse-use task,,composite_requires_split,current_audit_without_manual_review,supported_incomplete,,,,,,,,,,,,,
doi:10.1007/s00221-013-3532-2::a,doi:10.1007/s00221-013-3532-2,canzoneri_2013_tool_use_reshaping,Tool-use reshapes the boundaries of body and peripersonal space representations. (a),Tool-use reshapes the boundaries of body and peripersonal space representations.,2013,10.1007/s00221-013-3532-2,a,Experiment 1A — tool-use training PPS task,,composite_requires_split,current_audit_without_manual_review,supported_incomplete,"Pink-noise IN/approaching and OUT/receding sounds, 3000 ms, played through near/far physical loudspeakers; exact generation/envelope assets are not supplied.",Geometry: Near loudspeaker beside the right forearm; far loudspeaker on the floor about 100 cm from it. IN is far-to-near and OUT near-to-far. Kinematics: 3000-ms sound across an approximately 100-cm apparent path; nominal 0.33 m/s is derived. Each sound has 1000-ms pre/post silence.,Trial-sequence evidence recoverable from the prior combined review: Respond vocally with TAH to tactile targets and ignore the sound; voice-activated relay used. No response timeout is reported.,Respond vocally with TAH to tactile targets and ignore the sound; voice-activated relay used. No response timeout is reported.,Fixed 1000-ms silence before and after the sound; no variable ITI/jitter distribution is reported.,"Tactile onsets at 300, 800, 1500, 2200, and 2700 ms after sound onset, crossed with IN and OUT.","Tactile target on the hairy surface of the right forearm; exact waveform, duration, intensity and stimulator are not restated.",No experiment-specific baseline family/count was found in the reviewed main-paper procedure; do not inherit the 2012 baseline without protocol-lineage verification.,Auditory-only/no-tactile catch trials comprised 40% of trials.,The exact repetitions and total audio-tactile trial count were not found in the main-paper procedure.,PPS was measured before and after 20 min of tool-use training; exact PPS block/trial allocation was not reported in the reviewed procedure.,Design family: repeated_measure | Assignment scope: within_participant | Pps occurrence pattern: repeated_pre_post,"tactile_vocal_rt: behavioral_response, reaction time from tactile target onset, native_response_log"
doi:10.1007/s00221-013-3532-2::b,doi:10.1007/s00221-013-3532-2,canzoneri_2013_tool_use_reshaping,Tool-use reshapes the boundaries of body and peripersonal space representations. (b),Tool-use reshapes the boundaries of body and peripersonal space representations.,2013,10.1007/s00221-013-3532-2,b,Experiment 3 — pointing-control PPS task,,composite_requires_split,current_audit_without_manual_review,supported_incomplete,Experiment 3 reused the Experiment 1A 3000-ms pink-noise IN/OUT physical-speaker task; exact generation/envelope assets are not supplied.,Geometry: Experiment 3 reused the near-forearm and approximately 100-cm-far speaker geometry from Experiment 1A. Kinematics: 3000-ms sound across an approximately 100-cm apparent path; nominal 0.33 m/s is derived; 1000-ms pre/post silence.,Trial-sequence evidence recoverable from the prior combined review: Experiment 3 reused the vocal TAH tactile-target task; no response timeout is reported.,Experiment 3 reused the vocal TAH tactile-target task; no response timeout is reported.,Fixed 1000-ms silence before and after the sound; no variable ITI/jitter distribution is reported.,"300, 800, 1500, 2200, and 2700 ms after sound onset, crossed with IN and OUT, reused from Experiment 1A.","Right-forearm tactile target as in Experiment 1A; exact waveform, duration, intensity and stimulator are not restated.",No experiment-specific baseline family/count was found in the reviewed main-paper procedure.,"Auditory-only/no-tactile catch trials comprised 40% of trials, as in Experiment 1A.",The exact repetitions and total audio-tactile trial count were not found in the main-paper procedure.,PPS was measured before and after 20 min of pointing-control training; exact PPS block/trial allocation was not reported.,Design family: repeated_measure | Assignment scope: within_participant | Pps occurrence pattern: repeated_pre_post,"pointing_control_tactile_vocal_rt: behavioral_response, reaction time from forearm tactile-target onset, native_response_log"
doi:10.1016/j.neuropsychologia.2014.08.030::a,doi:10.1016/j.neuropsychologia.2014.08.030,noel_2015_walking,Full body action remapping of peripersonal space: the case of walking. (a),Full body action remapping of peripersonal space: the case of walking.,2015,10.1016/j.neuropsychologia.2014.08.030,a,Experiment 1 — locomotion task,,composite_requires_split,manual_review,runnable,50-dB white noise rendered through two linear arrays of eight JBL Control 1 Pro loudspeakers via an M-Audio FastTrack Ultra 8R; original waveform/seed and speaker interpolation envelope are unavailable.,"Forward-path auditory motion between the participant and 2 m distance, looming and receding at 75 cm/s; motion duration is approximately 2.67 s.","Audio-tactile rows at five sound distances, tactile-only T1/T5 baselines and sound-only catches; sound direction and distance randomized trial by trial, with standing/walking locomotion blocked and counterbalanced.",Respond as fast as possible to 100-ms chest vibration and withhold on sound-only catches; the response device/mapping and numeric timeout are not recovered in the tracked review.,Inter-trial interval randomized from 1.0 to 1.5 s; the paper does not further identify the sampling distribution.,"T1-T5 = 440, 880, 1330, 1770 and 2220 ms after sound onset; receding maps T1-T5 to D1-D5 and looming reverses the distance pairing D5-D1.","100-ms chest vibration from Precision MicroDrives model 312-101 shaftless motors (3 V, 60 mA, 9000 rpm, 150 Hz, 5 g).",Tactile-only rows at T1=440 and T5=2220 ms: 2 locomotion x 2 sound directions x 2 timings x 16 = 128 baseline trials.,Sound-only/no-vibration no-response rows: 2 locomotion x 2 sound directions x 1 catch row x 16 = 64 catches.,"Sixteen repetitions of every condition row; the full factorial contains 512 trials per participant, including audio-tactile, baseline and catch rows.","Standing and walking locomotion conditions were blocked and counterbalanced, but the paper does not report a numeric experimental block count. An eight-block Toolkit distribution is a packaging choice, not paper evidence.",Design family: crossover | Assignment scope: within_participant | Pps occurrence pattern: within_session_block_conditions,"chest_tactile_gamepad_rt: behavioral_response, reaction time from chest-vibration onset, native_response_log"
doi:10.1016/j.neuropsychologia.2014.08.030::b,doi:10.1016/j.neuropsychologia.2014.08.030,noel_2015_walking,Full body action remapping of peripersonal space: the case of walking. (b),Full body action remapping of peripersonal space: the case of walking.,2015,10.1016/j.neuropsychologia.2014.08.030,b,Experiment 2 — optic-flow control,,composite_requires_split,manual_review,runnable,50-dB white noise rendered through two eight-speaker JBL Control 1 Pro arrays via an M-Audio FastTrack Ultra 8R; the original waveform/seed and interpolation envelope are unavailable.,Looming and receding body-midline auditory motion between the chest and 2 m distance at 0.75 m/s; traversal duration about 2.67 s.,"Audio-tactile rows at five sound distances, tactile-only T1/T5 baselines, and sound-only catches; optic flow is present while locomotion is blocked and sound direction/distance are randomized trial by trial.",Press the XBOX 360 response-pad button with the right thumb as quickly as possible after chest vibration and withhold on sound-only catches; no numeric online timeout is reported.,Inter-stimulus/intertrial interval randomized between 1.0 and 1.5 s.,"T1-T5 are 440, 880, 1330, 1770, and 2220 ms after sound onset; receding maps T1-T5 to D1-D5 and looming reverses the distance pairing.","100-ms, 150-Hz chest vibration from a Precision MicroDrives 312-101 motor (3 V, 60 mA, 9000 rpm, 5 g).",Tactile-only baselines at T1 and T5 crossed with two locomotion and two direction contexts: 128 trials.,Sound-only/no-vibration rows crossed with locomotion and sound direction: 64 catches.,Sixteen repetitions of each factorial row; 512 total trials per participant.,Standing and walking conditions were blocked and counterbalanced; exact numeric block count and break spacing are not reported.,Design family: crossover | Assignment scope: within_participant | Pps occurrence pattern: within_session_block_conditions,"optic_flow_chest_tactile_gamepad_rt: behavioral_response, reaction time from chest-vibration onset, native_response_log"
doi:10.1162/jocn_a_00006::a,doi:10.1162/jocn_a_00006,serino_2011_rtms,Fronto-parietal areas necessary for a multisensory representation of peripersonal space in humans: an rTMS study. (a),Fronto-parietal areas necessary for a multisensory representation of peripersonal space in humans: an rTMS study.,2011,10.1162/jocn_a_00006,a,Experiment 1A — tactile-target mapping,,composite_requires_split,current_audit_without_manual_review,supported_incomplete,"A 100-ms white-noise burst at about 70 dB arose from an identical physical near or far loudspeaker; origin spectra were checked for equality, but the exact noise asset/generator is not supplied.",Static physical positions: near about 5 cm from the right hand and far 100 cm beyond near in the hand-forward setup; Experiment 1B also placed the hand about 80/180 cm from those fixed sources.,Weak and strong electrical stimuli appeared alone or with near/far sound; sound-only catches were included. The task ran in separate weak-target and strong-target blocks.,"Participants verbally said 'tah' to the currently designated weak or strong electrical target, withheld to the other intensity and sound-only catches, and responses were recorded by a voice-activated relay/XGen. No online response window is reported.","Each behavioral trial lasted about 3 s, but no variable ITI/jitter policy or precise response-anchored interval is reported.",Near sound and tactile pulse were simultaneous (0 ms); far sound began 5 ms before touch to compensate for propagation delay (tactile-minus-auditory SOA +5 ms).,"Digitimer DS7A stimulators delivered one 100-microsecond rectangular monophasic electrical pulse to the dorsal right index finger. Weak intensity was individually calibrated to at least 90% detection, and strong was 1.5 x weak with 100% pretest detection.",Tactile-only no-sound trials comprised 20 weak and 20 strong presentations in the enumerated 128-trial stimulus set (40 total).,"Eight sound-only catches (4 near, 4 far) required response withholding.","The paper enumerates 128 trials (six 20-trial tactile x sound cells plus 8 catches), but allocation of those counts across the two separate target-mapping blocks is ambiguous.","Two target-mapping blocks (weak target vs strong target), counterbalanced.",Design family: repeated_measure | Assignment scope: within_participant | Pps occurrence pattern: within_session_block_conditions,"vocal_rt: behavioral_response, voice-onset reaction time, native_response_log"
doi:10.1162/jocn_a_00006::b,doi:10.1162/jocn_a_00006,serino_2011_rtms,Fronto-parietal areas necessary for a multisensory representation of peripersonal space in humans: an rTMS study. (b),Fronto-parietal areas necessary for a multisensory representation of peripersonal space in humans: an rTMS study.,2011,10.1162/jocn_a_00006,b,Experiment 1B — hand-position manipulation,,composite_requires_split,current_audit_without_manual_review,supported_incomplete,"A 100-ms white-noise burst at about 70 dB arose from an identical physical near or far loudspeaker; origin spectra were checked for equality, but the exact noise asset/generator is not supplied.",Static physical positions: near about 5 cm from the right hand and far 100 cm beyond near in the hand-forward setup; Experiment 1B also placed the hand about 80/180 cm from those fixed sources.,Near/far sounds were crossed with weak target versus strong nontarget touch under separate hand-forward and hand-backward blocks; sound-only catches were included.,"Participants verbally said 'tah' to the currently designated weak or strong electrical target, withheld to the other intensity and sound-only catches, and responses were recorded by a voice-activated relay/XGen. No online response window is reported.","Each behavioral trial lasted about 3 s, but no variable ITI/jitter policy or precise response-anchored interval is reported.",Near sound and tactile pulse were simultaneous (0 ms); far sound began 5 ms before touch to compensate for propagation delay (tactile-minus-auditory SOA +5 ms).,"Digitimer DS7A stimulators delivered one 100-microsecond rectangular monophasic electrical pulse to the dorsal right index finger. Weak intensity was individually calibrated to at least 90% detection, and strong was 1.5 x weak with 100% pretest detection.",Experiment 1B explicitly omitted the no-sound condition.,"Twenty sound-only catches (10 near, 10 far) required response withholding in the enumerated trial set.","The paper enumerates 140 trials (30 each target-near, target-far, nontarget-near, nontarget-far plus 20 catches), but allocation across the two hand-position blocks is ambiguous.","Two hand-position blocks (forward/backward), counterbalanced.",Design family: repeated_measure | Assignment scope: within_participant | Pps occurrence pattern: within_session_block_conditions,"vocal_rt: behavioral_response, voice-onset reaction time, native_response_log"
doi:10.1162/jocn_a_00006::c,doi:10.1162/jocn_a_00006,serino_2011_rtms,Fronto-parietal areas necessary for a multisensory representation of peripersonal space in humans: an rTMS study. (c),Fronto-parietal areas necessary for a multisensory representation of peripersonal space in humans: an rTMS study.,2011,10.1162/jocn_a_00006,c,Experiment 2 — rTMS-site manipulation,,composite_requires_split,current_audit_without_manual_review,supported_incomplete,"A 100-ms white-noise burst at about 70 dB arose from an identical physical near or far loudspeaker; origin spectra were checked for equality, but the exact noise asset/generator is not supplied.",Static physical positions: near about 5 cm from the right hand and far 100 cm beyond near in the hand-forward setup; Experiment 1B also placed the hand about 80/180 cm from those fixed sources.,"Within each no-TMS/vPMc/PPc/V1 block, 30 target-near, 30 target-far, 30 nontarget-near, 30 nontarget-far, and 20 sound-only catches were presented.","Participants verbally said 'tah' to the currently designated weak or strong electrical target, withheld to the other intensity and sound-only catches, and responses were recorded by a voice-activated relay/XGen. No online response window is reported.","Each behavioral trial lasted about 3 s, but no variable ITI/jitter policy or precise response-anchored interval is reported.",Near sound and tactile pulse were simultaneous (0 ms); far sound began 5 ms before touch to compensate for propagation delay (tactile-minus-auditory SOA +5 ms).,"Digitimer DS7A stimulators delivered one 100-microsecond rectangular monophasic electrical pulse to the dorsal right index finger. Weak intensity was individually calibrated to at least 90% detection, and strong was 1.5 x weak with 100% pretest detection.",One 140-trial no-rTMS behavioral block was the intervention baseline; it had the same near/far target/nontarget/catch composition as each post-rTMS block.,Each of four blocks contained 20 sound-only catches requiring no response (80 total).,"Four blocks x 140 trials = 560 total: per block, four target/nontarget x near/far cells had 30 trials and the catch family had 20.","Four blocks over two days: no-rTMS baseline and post-rTMS vPMc, PPc, V1.",Design family: crossover | Assignment scope: within_participant | Pps occurrence pattern: condition_specific_pps_sessions,"vocal_rt: behavioral_response, voice-onset reaction time, native_response_log | tms_emg_calibration: tms_mep, resting motor threshold and MEP >=50 microvolts, hardware_triggered_external_system"
