study_row_id,network_node_id,record_id,study_label,acquisition_id,acquisition_label,outcome_family,modality_or_signal,primary_measure,binding_mode,device_or_system,channels_or_sites_json,event_trigger,clock_sync_method,acquisition_window,primary_outcome_definition,calibration_or_online_processing,applies_to_event_ids,applies_to_pps_occurrence_ids,profile_or_protocol_ref,source_type,review_date,source_file,page_or_section,evidence_note,derivation_note,current_toolkit_support,current_toolkit_paths,runtime_or_untyped_inputs,future_toolkit_paths,analysis_model_scope
doi:10.1371/journal.pone.0044306::a,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans. (a),vocal_tactile_rt,Dynamic-sound tactile RT,behavioral_response,voice-onset response event,voice-onset RT and response accuracy,native_response_log,CIRO plus voice-activated relay,[],right-index 100-ms electrical onset,shared_device_clock,tactile onset to voice onset; online deadline not reported,Tactile RT by IN/OUT and T0-T6; sigmoid boundary derived downstream,,,,,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1371_journal.pone.0044306__48110f1e7943.pdf,"PDF pp.2-4, Method and Results",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1073/pnas.2516229122,doi:10.1073/pnas.2516229122,interoception_exteroception_2025,"Interoception vs. Exteroception: Cardiac interoception competes with tactile perception, yet also facilitates self-relevance encoding.",ancillary_gaze_physiology,Ancillary gaze and peripheral physiology,other_physiology,"monocular gaze, EOG, electrogastrography, and respiration",gaze/compliance and physiological covariates/artifact monitoring,hardware_triggered_external_system,"EyeLink 1000 (1000 Hz), BioSemi EOG/EGG inputs, respiration belt","""right eye; EOG; eight abdominal EGG electrodes; respiration belt""",continuous acquisition across task blocks,synchronized_clocks,continuous during task; eye tracker recalibrated between blocks,"Supportive gaze, ocular, gastric, and respiratory monitoring; the paper states that EGG/respiratory results are not reported.",EyeLink calibration between blocks; physiological channels retained for monitoring/ancillary analysis,,,doi:10.1073/pnas.2516229122,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1073_pnas.2516229122__6eec9270d224.pdf,"PDF pp.8-10, Recording procedure, behavioral/EEG/ECG analyses",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1101/2025.06.25.660685,doi:10.1101/2025.06.25.660685,,"Interoception vs. Exteroception: Cardiac interoception competes with tactile perception, yet also facilitates self-relevance encoding",tactile_rt,Tactile keypress RT,behavioral_response,behavioral response log,reaction time/hit/false alarm,native_response_log,MATLAB 2017b/Psychtoolbox keypress log,"""single participant response channel""",tactile onset,shared_device_clock,100-1000 ms retained online window; trial ends 0.1 s after response or at 1 s,"Tactile RT for T, ATnear, and ATfar",,,,,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1101_2025.06.25.660685__9371ad38268a.pdf,"PDF pp.15-19, Task, recordings, and preprocessing",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1101/2025.06.25.660685,doi:10.1101/2025.06.25.660685,,"Interoception vs. Exteroception: Cardiac interoception competes with tactile perception, yet also facilitates self-relevance encoding",eeg_hep_sep,EEG heartbeat- and stimulus-evoked potentials,eeg_erp,64-channel scalp EEG plus EOG,pre-stimulus HEP and audio-tactile SEP,hardware_triggered_external_system,BioSemi ActiveTwo at 1024 Hz; Eyelink 1000 ancillary tracking,"""64 active EEG channels; vertical EOG; CMS/DRL near POz""",cardiac R peak for HEP and audio-tactile stimulus onset for SEP,shared_device_clock,HEP -30 to +600 ms around R peak; SEP -100 to +250 ms around stimulus onset,Trial-level HEP amplitude associated with tactile RT and sound-distance effect; follow-up SEP,"1-45 Hz then 0.5-25 Hz filtering, common-average reference, artifact repair/ICA, 4-ms interpolation after electrical stimulus",,,,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1101_2025.06.25.660685__9371ad38268a.pdf,"PDF pp.15-19, Task, recordings, and preprocessing",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1101/2025.06.25.660685,doi:10.1101/2025.06.25.660685,,"Interoception vs. Exteroception: Cardiac interoception competes with tactile perception, yet also facilitates self-relevance encoding",ecg,Cardiac/ECG acquisition,ecg_cardiac,three-electrode ECG,"R peaks, interbeat interval, systole/diastole, heartbeat epochs",hardware_triggered_external_system,BioSemi ActiveTwo at 1024 Hz,"""electrodes under left/right clavicles and left lower abdomen""",cardiac R peaks and trial stimulus onset,shared_device_clock,cardiac R peaks searched 2000-600 ms before stimulation; ECG epochs time-locked to R peaks,Cardiac phase/interval covariates and ECG control for HEP-behavior effects,1-40 Hz ECG filtering; template-convolution PQRST detection; trapezoidal T-wave end algorithm,,,,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1101_2025.06.25.660685__9371ad38268a.pdf,"PDF pp.15-19, Task, recordings, and preprocessing",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1101/492017,doi:10.1101/492017,,Maternal brain gain: enlarged representation of the peripersonal space in pregnancy,tactile_rt,Abdominal-tap RT,behavioral_response,behavioral response log,keypress reaction time,native_response_log,"Arduino, LabView 8, response box/key","""single participant response channel""",mechanical tap onset,shared_device_clock,From tap onset to keypress; online deadline not reported,Mean tactile RT at each of five sound delays,,,,,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1101_492017__d28f11160d31.pdf,"PDF pp.9-10, Methods, PPS task",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.31234/osf.io/etvb6_v1::a,doi:10.31234/osf.io/etvb6_v1,,The spatial reach of affective touch: a new perspective on social peripersonal space (a),tactile_button_rt,Classic-task tactile RT,behavioral_response,behavioral response event,button RT,native_response_log,custom MATLAB 2023 and laptop response button,[],right-index electrical onset,shared_device_clock,tactile onset to button; online deadline not reported,Tactile RT by sound type and distance,,,,,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.31234_osf.io_etvb6_v1__fd8b68576e72.pdf,"PDF pp.5-6, Experiment 1",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.31234/osf.io/etvb6_v1::b,doi:10.31234/osf.io/etvb6_v1,,The spatial reach of affective touch: a new perspective on social peripersonal space (b),auditory_button_rt,Discriminative-task auditory RT,behavioral_response,behavioral response event,button RT to embedded beep,native_response_log,custom MATLAB 2023 and laptop response button,[],200-ms beep onset,shared_device_clock,beep onset to button; online deadline not reported,Auditory-target RT by D1-D6 and discriminative tactile context,,,,,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.31234_osf.io_etvb6_v1__fd8b68576e72.pdf,"PDF pp.6-7, Experiment 2",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.31234/osf.io/etvb6_v1::c,doi:10.31234/osf.io/etvb6_v1,,The spatial reach of affective touch: a new perspective on social peripersonal space (c),auditory_button_rt,Affective-task auditory RT,behavioral_response,behavioral response event,button RT to embedded beep,native_response_log,custom MATLAB 2023 and laptop response button,[],200-ms beep onset,custom,beep onset to button; online deadline not reported,Auditory-target RT by D1-D6 and affective tactile context,,,,,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.31234_osf.io_etvb6_v1__fd8b68576e72.pdf,"PDF pp.7-8, Experiment 3",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.31234/osf.io/t8h6a,doi:10.31234/osf.io/t8h6a,,Lost in time and space? Multisensory processing of peripersonal space and time perception in Depersonalisation,tactile_button_rt,PPS tactile RT,behavioral_response,behavioral response event,button RT,native_response_log,custom MATLAB 2015 and laptop response button,[],right-index electrical onset,shared_device_clock,tactile onset to button; online deadline not reported,Tactile RT by sound type/distance,,,,,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.31234_osf.io_t8h6a__64fec89b47a7.pdf,"PDF Supplement pp.22-23, PPS Task",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.3390/s25196072::a,doi:10.3390/s25196072,smartphone_rt_methods_2025,Using Android Smartphones to Collect Precise Measures of Reaction Times to Multisensory Stimuli. (a),smartphone_timing_validation,Smartphone multimodal timing validation,custom,"Android internal event timestamps plus externally digitized auditory, haptic, and robotic-tap analog signals",onset latency error and variability,hardware_triggered_external_system,"Android test app, Max/MSP/OSC, digital audio interface, headphone/audio channels, piezo sensing, robotic tap apparatus","""internal t0/t1/t2; external audio onset, haptic/piezo onset, robotic tap/accelerometer response""","requested sound, vibration, and robotic tap events",synchronized_clocks,repeated validation trials (>1000/model); event-onset windows defined by external traces,Internal-versus-external onset error and jitter for unimodal and audio-tactile smartphone operation,Accelerometer response-detection threshold calibrated and device/system indicators classified,,,,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3390_s25196072__37aee401ccad.pdf,"PDF pp.4-14, Sections 2-6 hardware validation",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.3390/s25196072::b,doi:10.3390/s25196072,smartphone_rt_methods_2025,Using Android Smartphones to Collect Precise Measures of Reaction Times to Multisensory Stimuli. (b),smartphone_tactile_rt,Native smartphone tactile RT,behavioral_response,accelerometer-bound touchscreen response,"screen-tap RT, misses, false alarms",native_response_log,"Dynaspace on Google Pixel 2 XL; haptic motor, accelerometer, touchscreen, CSV",[],155-Hz 50-ms haptic onset/detected acceleration,shared_device_clock,100-1000 ms retained offline; online deadline not reported,Tactile RT by sound movement and delay,,,,,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3390_s25196072__37aee401ccad.pdf,"PDF pp.14-18, Behavioral Validation",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.61782/fa.2025.0866::a,doi:10.61782/fa.2025.0866,looming_duration_2025,The Impact of Looming Sound Duration on Peripersonal Space Measurement (a),tactile_button_rt,2-second looming tactile RT,behavioral_response,behavioral response event,button RT,native_response_log,"Psychtoolbox, WASAPI DAC, Cherry MX Blue button",[],80-Hz 200-ms haptic-track onset,shared_device_clock,tactile-onset-adjusted RT; online deadline not reported,Baseline-versus-audio-tactile RT across seven 2-s SOAs,,,,,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.61782_fa.2025.0866__f5a98f9a8ba1.pdf,"PDF pp.2-4, Procedure, Experimental Design, Apparatus, and Data Processing",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.61782/fa.2025.0866::b,doi:10.61782/fa.2025.0866,looming_duration_2025,The Impact of Looming Sound Duration on Peripersonal Space Measurement (b),tactile_button_rt,3-second looming tactile RT,behavioral_response,behavioral response event,button RT,native_response_log,"Psychtoolbox, WASAPI DAC, Cherry MX Blue button",[],80-Hz 200-ms haptic-track onset,shared_device_clock,tactile-onset-adjusted RT; online deadline not reported,Baseline-versus-audio-tactile RT across seven 3-s SOAs,,,,,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.61782_fa.2025.0866__f5a98f9a8ba1.pdf,"PDF pp.2-4, Procedure, Experimental Design, Apparatus, and Data Processing",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1016/j.neuropsychologia.2014.08.030::a,doi:10.1016/j.neuropsychologia.2014.08.030,noel_2015_walking,Full body action remapping of peripersonal space: the case of walking. (a),chest_tactile_gamepad_rt,Chest tactile-detection reaction time,behavioral_response,right-thumb gamepad button event,reaction time from chest-vibration onset,native_response_log,"XBOX 360 wireless controller, 215 Hz sampling rate","[""right-thumb response button""]",100-ms chest-vibration onset,unclear,,"Button latency by standing/walking, looming/receding, and D1-D5; see task_response for catch withholding.",response-pad latency correction not reported,,,doi:10.1016/j.neuropsychologia.2014.08.030::a,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.neuropsychologia.2014.08.030__99797d32c149.pdf,"PDF pp.3-4, Methods, apparatus, protocol and procedure",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1016/j.neuropsychologia.2014.08.030::b,doi:10.1016/j.neuropsychologia.2014.08.030,noel_2015_walking,Full body action remapping of peripersonal space: the case of walking. (b),optic_flow_chest_tactile_gamepad_rt,Optic-flow chest tactile-detection reaction time,behavioral_response,right-thumb gamepad button event,reaction time from chest-vibration onset,native_response_log,"XBOX 360 wireless controller, 215 Hz sampling rate","[""right-thumb response button""]",100-ms chest-vibration onset,unclear,,"Button latency by optic-flow standing/walking, looming/receding, and D1-D5; see task_response for catch withholding.",response-pad latency correction not reported,,,doi:10.1016/j.neuropsychologia.2014.08.030::b,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.neuropsychologia.2014.08.030__99797d32c149.pdf,"PDF pp.3-5, Methods and Experiment 2",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1016/j.neuropsychologia.2015.03.001::a,doi:10.1016/j.neuropsychologia.2015.03.001,ferri_2015_artificial_valence,Emotion-inducing approaching sounds shape the boundaries of multisensory peripersonal space. (a),artificial_sound_tactile_button_rt,Artificial-sound tactile reaction time,behavioral_response,left-index button event,reaction time from electrical target onset,native_response_log,custom MATLAB software with Cogent 2000 and Cogent Graphics; button model unreported,"[""left-index response button""]",right-middle-finger electrical target onset,shared_device_clock,tactile onset to button press; online deadline not reported,Button RT by brown/white noise and D0-D10; see task_response for target/catch mechanics.,participant-specific electrical detection calibration; response latency correction unreported,,,doi:10.1016/j.neuropsychologia.2015.03.001::a,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.neuropsychologia.2015.03.001__8a3e82fe7431.pdf,"PDF pp.9-11, Experiment 1 procedure and data analysis",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1016/j.neuropsychologia.2015.03.001::b,doi:10.1016/j.neuropsychologia.2015.03.001,ferri_2015_ecological_valence,Emotion-inducing approaching sounds shape the boundaries of multisensory peripersonal space. (b),ecological_sound_tactile_button_rt,Ecological-sound tactile reaction time,behavioral_response,left-index button event,reaction time from electrical target onset,native_response_log,custom MATLAB software with Cogent 2000 and Cogent Graphics; button model unreported,"[""left-index response button""]",right-middle-finger electrical target onset,shared_device_clock,tactile onset to button press; online deadline not reported,Button RT by negative/neutral/positive ecological sound and D0-D10; see task_response for target/catch mechanics.,Experiment 1 participant-specific electrical calibration inherited; response latency correction unreported,,,doi:10.1016/j.neuropsychologia.2015.03.001::b,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.neuropsychologia.2015.03.001__8a3e82fe7431.pdf,"PDF pp.10-13, Experiment 1 inherited procedure and Experiment 2 stimuli/procedure",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1038/srep02844::a,doi:10.1038/srep02844,,Amputation and prosthesis implantation shape body and peripersonal space representations. (a),tactile_distance_verbal_choice,Tactile-distance verbal judgment,behavioral_response,untimed verbal binary response,forehead-versus-arm two-alternative judgment,operator_recorded,recording method not reported,"[""verbal response""]",completion of the forehead-then-upper-arm touch-pair sequence,none,untimed response after each manual touch-pair trial,Binary 'forehead'/'arm' judgment across 36 trials and three participant-scaled distances.,upper-arm two-point discrimination threshold determined participant-specific stimulus distances,,,doi:10.1038/srep02844::a,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1038_srep02844__53600a56bb34.pdf,"PDF pp.6-7, Experiment 1 tactile-distance perception task",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1038/srep02844::b,doi:10.1038/srep02844,canzoneri_2013_amputation_prosthesis,Amputation and prosthesis implantation shape body and peripersonal space representations. (b),upper_arm_vocal_tactile_rt,Upper-arm vocal tactile reaction time,behavioral_response,voice-onset response event,reaction time from upper-arm electrical target onset,native_response_log,voice-activated relay and CIRO PC software,"[""vocal TAH response""]",upper-arm electrical target onset,shared_device_clock,,"TAH latency by limb/prosthesis state, looming/receding direction, and T1-T5.",voice-relay latency correction and online deadline not reported,,,doi:10.1038/srep02844::b,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1038_srep02844__53600a56bb34.pdf,"PDF pp.6-7, Experiment 2 audio-tactile interaction task",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1038/srep02844::c,doi:10.1038/srep02844,canzoneri_2013_amputation_prosthesis,Amputation and prosthesis implantation shape body and peripersonal space representations. (c),prosthesis_state_upper_arm_vocal_rt,Prosthesis-state upper-arm vocal reaction time,behavioral_response,voice-onset response event,reaction time from upper-arm electrical target onset,native_response_log,voice-activated relay and CIRO PC software,"[""vocal TAH response""]",upper-arm electrical target onset,shared_device_clock,,"TAH latency by prosthesis-on/off state, looming/receding direction, and T1-T5.",voice-relay latency correction and online deadline not reported,,,doi:10.1038/srep02844::c,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1038_srep02844__53600a56bb34.pdf,"PDF pp.6-7, Experiment 3 audio-tactile interaction task",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1038/s41598-026-36796-5::a,doi:10.1038/s41598-026-36796-5,lamia_2026_arm_movement,Somatotopy-independent reduction of audio-tactile intersensory facilitation for looming sounds within the peripersonal space during arm movements execution. (a),finger_chest_keyboard_rt_exp1,Finger/chest tactile keyboard reaction time,behavioral_response,left-hand keyboard key event,reaction time from electrocutaneous target onset,native_response_log,"Logitech K120 USB keyboard, 10-ms polling, 19.9-ms average latency","[""designated left-hand key""]",finger or chest electrocutaneous target onset,unclear,analysis inclusion window 100-1000 ms; online timeout unreported,"Target-key latency by body part, static/motor hand status, looming/receding, and D1-D5.",individual tactile calibration and pre-block recheck; offline 100-1000-ms and plus/minus-2-SD filtering,,,doi:10.1038/s41598-026-36796-5::a,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1038_s41598-026-36796-5__3b06e60c91d9.pdf,"PDF pp.3-5, stimuli, general procedure and RT processing",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
