study_row_id,network_node_id,record_id,study_label,event_id,event_label,order_index,event_kind,execution_mode,relation,relative_to_event_id,compiled_predecessor_event_ids,compiled_concurrent_event_ids,visit_id,session_id,pps_occurrence_id,timepoint_label,repeat_count,duration_s,duration_text,spacing_notes,factor_level_bindings_json,profile_or_protocol_ref,parameter_overrides_json,source_type,source_file,page_or_section,evidence_note,current_toolkit_support,future_toolkit_path
doi:10.1038/s41598-026-36796-5::a,doi:10.1038/s41598-026-36796-5,lamia_2026_arm_movement,Somatotopy-independent reduction of audio-tactile intersensory facilitation for looming sounds within the peripersonal space during arm movements execution. (a),pps_and_baseline_blocks,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,,12,,,Exact unisensory versus audio-tactile order requires manual resolution.,{},doi:10.1038/s41598-026-36796-5::a,{},manual_publication_review,For-AI/audiotactile-paper-metadata-audit/manual_reviews/lamia_2026_arm_movement.json,PDF pp.4-5 and Table 1,,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1038/s41598-026-36796-5::b,doi:10.1038/s41598-026-36796-5,lamia_2026_arm_movement,Somatotopy-independent reduction of audio-tactile intersensory facilitation for looming sounds within the peripersonal space during arm movements execution. (b),pps_and_baseline_blocks,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,,8,,,,{},doi:10.1038/s41598-026-36796-5::b,{},manual_publication_review,For-AI/audiotactile-paper-metadata-audit/manual_reviews/lamia_2026_arm_movement.json,PDF pp.4-5 and Table 1,,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1073/pnas.2516229122,doi:10.1073/pnas.2516229122,interoception_exteroception_2025,"Interoception vs. Exteroception: Cardiac interoception competes with tactile perception, yet also facilitates self-relevance encoding.",initial_calibration,Tactile threshold and eye-tracker calibration,1,calibration,external_device,sequence_start,,,,,,,,,,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1073_pnas.2516229122__6eec9270d224.pdf,"PDF pp.8-10, Participants, task, and recording procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1073/pnas.2516229122,doi:10.1073/pnas.2516229122,interoception_exteroception_2025,"Interoception vs. Exteroception: Cardiac interoception competes with tactile perception, yet also facilitates self-relevance encoding.",pps_recording_blocks,,2,pps_measurement,toolkit_protocol,after,initial_calibration,initial_calibration,,,,multimodal_pps,,5,,,Each block begins/ends with 30-s rest; threshold/eye calibration repeated between blocks.,{},doi:10.1073/pnas.2516229122,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1073_pnas.2516229122__6eec9270d224.pdf,"PDF pp.8-10, Participants, task, and recording procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1101/2025.06.25.660685,doi:10.1101/2025.06.25.660685,,"Interoception vs. Exteroception: Cardiac interoception competes with tactile perception, yet also facilitates self-relevance encoding",auditory_training,Near/far sound localization training,1,training,toolkit_protocol,sequence_start,,,,,training,,,,,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1101_2025.06.25.660685__9371ad38268a.pdf,"PDF pp.15-16, Participants and Experimental procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1101/2025.06.25.660685,doi:10.1101/2025.06.25.660685,,"Interoception vs. Exteroception: Cardiac interoception competes with tactile perception, yet also facilitates self-relevance encoding",task_training,Main-task practice,2,practice,toolkit_protocol,after,auditory_training,auditory_training,,,training,,,40,,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1101_2025.06.25.660685__9371ad38268a.pdf,"PDF pp.15-16, Participants and Experimental procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1101/2025.06.25.660685,doi:10.1101/2025.06.25.660685,,"Interoception vs. Exteroception: Cardiac interoception competes with tactile perception, yet also facilitates self-relevance encoding",pps_main,Five 60-trial blocks,3,pps_measurement,toolkit_protocol,after,task_training,task_training,,,main,pps_main,,5,,,,{},doi:10.1101/2025.06.25.660685,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1101_2025.06.25.660685__9371ad38268a.pdf,"PDF pp.15-16, Participants and Experimental procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1101/2025.09.02.673729,doi:10.1101/2025.09.02.673729,,The Proximity Prediction Hypothesis: How predictive coding of CT-touch explains Autonomous Sensory Meridian Response and its therapeutic applications,auditory_listening,Randomized 30-s auditory clips,1,secondary_task,external_device,sequence_start,,,,,listening,,,18,,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1101_2025.09.02.673729__30f14431b56c.pdf,"PDF pp.11-13, Illustrative Behavioural Evidence","Participant-study structure is retained, but its PPS occasion and Toolkit protocol binding are explicitly inapplicable.",unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1101/2025.09.02.673729,doi:10.1101/2025.09.02.673729,,The Proximity Prediction Hypothesis: How predictive coding of CT-touch explains Autonomous Sensory Meridian Response and its therapeutic applications,retrospective_questionnaire,Replay 5-s prompt and collect ASMR/tingle/valence/arousal ratings,2,secondary_task,external_operator,after,auditory_listening,auditory_listening,,,questionnaire,,,13,,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1101_2025.09.02.673729__30f14431b56c.pdf,"PDF pp.11-13, Illustrative Behavioural Evidence","Participant-study structure is retained, but its PPS occasion and Toolkit protocol binding are explicitly inapplicable.",unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1101/492017,doi:10.1101/492017,,Maternal brain gain: enlarged representation of the peripersonal space in pregnancy,pps_session_1,,1,pps_measurement,toolkit_protocol,sequence_start,,,,visit_1,,pps_1,session_1,,,,,"{""timepoint"":""session_1""}",doi:10.1101/492017,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1101_492017__d28f11160d31.pdf,"PDF pp.8-10, Participants and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1101/492017,doi:10.1101/492017,,Maternal brain gain: enlarged representation of the peripersonal space in pregnancy,pps_session_2,,2,pps_measurement,toolkit_protocol,separate_visit,pps_session_1,,,visit_2,,pps_2,session_2,,,,,"{""timepoint"":""session_2""}",doi:10.1101/492017,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1101_492017__d28f11160d31.pdf,"PDF pp.8-10, Participants and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1101/492017,doi:10.1101/492017,,Maternal brain gain: enlarged representation of the peripersonal space in pregnancy,pps_session_3,,3,pps_measurement,toolkit_protocol,separate_visit,pps_session_2,,,visit_3,,pps_3,session_3,,,,,"{""timepoint"":""session_3""}",doi:10.1101/492017,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1101_492017__d28f11160d31.pdf,"PDF pp.8-10, Participants and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1177/17470218241261645,doi:10.1177/17470218241261645,depersonalisation_2024,Lost in time and space? Multisensory processing of peripersonal space and time perception in people with frequent experiences of depersonalisation.,pps_session,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,pps,,,,,,,{},doi:10.1177/17470218241261645,{},manual_publication_review,For-AI/audiotactile-paper-metadata-audit/manual_reviews/depersonalisation_2024.json,"PDF pp.4-5, Design and experimental procedure and The PPS task",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1177/17470218241261645,doi:10.1177/17470218241261645,depersonalisation_2024,Lost in time and space? Multisensory processing of peripersonal space and time perception in people with frequent experiences of depersonalisation.,mtt_session,,2,secondary_task,custom,same_session,pps_session,,,,mtt,,,,,,Event order is participant-balanced; numeric spacing is not reported.,{},,{},manual_publication_review,For-AI/audiotactile-paper-metadata-audit/manual_reviews/depersonalisation_2024.json,"PDF pp.4-5, Design and experimental procedure and The PPS task",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.31234/osf.io/etvb6_v1::a,doi:10.31234/osf.io/etvb6_v1,,The spatial reach of affective touch: a new perspective on social peripersonal space (a),pps_task,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,,2,,,Two equal blocks within this task; global three-task position randomized.,{},doi:10.31234/osf.io/etvb6_v1::a,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.31234_osf.io_etvb6_v1__fd8b68576e72.pdf,"PDF pp.4-8, shared procedure and Classic PPS experiment",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.31234/osf.io/etvb6_v1::a,doi:10.31234/osf.io/etvb6_v1,,The spatial reach of affective touch: a new perspective on social peripersonal space (a),pleasantness_rating,0-100 tactile pleasantness rating,2,secondary_task,external_operator,after,pps_task,pps_task,,,,,,,,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.31234_osf.io_etvb6_v1__fd8b68576e72.pdf,"PDF pp.4-8, shared procedure and Classic PPS experiment",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.31234/osf.io/etvb6_v1::b,doi:10.31234/osf.io/etvb6_v1,,The spatial reach of affective touch: a new perspective on social peripersonal space (b),pps_task,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,,2,,,Two equal blocks within this task; global three-task position randomized.,{},doi:10.31234/osf.io/etvb6_v1::b,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.31234_osf.io_etvb6_v1__fd8b68576e72.pdf,"PDF pp.4-8, shared procedure and Discriminative PPS experiment",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.31234/osf.io/etvb6_v1::b,doi:10.31234/osf.io/etvb6_v1,,The spatial reach of affective touch: a new perspective on social peripersonal space (b),pleasantness_rating,0-100 tactile pleasantness rating,2,secondary_task,external_operator,after,pps_task,pps_task,,,,,,,,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.31234_osf.io_etvb6_v1__fd8b68576e72.pdf,"PDF pp.4-8, shared procedure and Discriminative PPS experiment",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.31234/osf.io/etvb6_v1::c,doi:10.31234/osf.io/etvb6_v1,,The spatial reach of affective touch: a new perspective on social peripersonal space (c),pps_task,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,,2,,,Two equal blocks within this task; global three-task position randomized.,{},doi:10.31234/osf.io/etvb6_v1::c,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.31234_osf.io_etvb6_v1__fd8b68576e72.pdf,"PDF pp.4-8, shared procedure and Affective PPS experiment",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.31234/osf.io/etvb6_v1::c,doi:10.31234/osf.io/etvb6_v1,,The spatial reach of affective touch: a new perspective on social peripersonal space (c),pleasantness_rating,0-100 tactile pleasantness rating,2,secondary_task,external_operator,after,pps_task,pps_task,,,,,,,,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.31234_osf.io_etvb6_v1__fd8b68576e72.pdf,"PDF pp.4-8, shared procedure and Affective PPS experiment",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.31234/osf.io/t8h6a,doi:10.31234/osf.io/t8h6a,,Lost in time and space? Multisensory processing of peripersonal space and time perception in Depersonalisation,pps,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,,2,,,Relative position to MTT is counterbalanced.,{},doi:10.31234/osf.io/t8h6a,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.31234_osf.io_t8h6a__64fec89b47a7.pdf,PDF pp.5-7 and Supplement pp.22-23,,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.31234/osf.io/t8h6a,doi:10.31234/osf.io/t8h6a,,Lost in time and space? Multisensory processing of peripersonal space and time perception in Depersonalisation,mental_time_travel,Mental-time-travel task; order counterbalanced,1,secondary_task,external_operator,same_session,pps,,,,,,,,,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.31234_osf.io_t8h6a__64fec89b47a7.pdf,PDF pp.5-7 and Supplement pp.22-23,,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.3390/s25196072::b,doi:10.3390/s25196072,smartphone_rt_methods_2025,Using Android Smartphones to Collect Precise Measures of Reaction Times to Multisensory Stimuli. (b),practice,,1,practice,toolkit_protocol,sequence_start,,,,,,,,5,,,App overview describes five training trials before recorded trials.,{},doi:10.3390/s25196072::b,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3390_s25196072__37aee401ccad.pdf,"PDF pp.14-18, Behavioral Validation",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.3390/s25196072::b,doi:10.3390/s25196072,smartphone_rt_methods_2025,Using Android Smartphones to Collect Precise Measures of Reaction Times to Multisensory Stimuli. (b),pps_blocks,,2,pps_measurement,toolkit_protocol,after,practice,practice,,,,,,6,,,Short breaks; mandatory 10-min break after block 3; block-size source conflict retained.,{},doi:10.3390/s25196072::b,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3390_s25196072__37aee401ccad.pdf,"PDF pp.14-18, Behavioral Validation",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.61782/fa.2025.0866::a,doi:10.61782/fa.2025.0866,looming_duration_2025,The Impact of Looming Sound Duration on Peripersonal Space Measurement (a),pps,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,,1,,,One 245-trial run with two scheduled internal breaks; global duration order semi-counterbalanced.,{},doi:10.61782/fa.2025.0866::a,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.61782_fa.2025.0866__f5a98f9a8ba1.pdf,"PDF pp.2-4, Participants, Procedure, and Experimental Design",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.61782/fa.2025.0866::a,doi:10.61782/fa.2025.0866,looming_duration_2025,The Impact of Looming Sound Duration on Peripersonal Space Measurement (a),questionnaire,Experiential and distance-estimation questionnaire,2,secondary_task,external_operator,after,pps,pps,,,,,,,,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.61782_fa.2025.0866__f5a98f9a8ba1.pdf,"PDF pp.2-4, Participants, Procedure, and Experimental Design",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.61782/fa.2025.0866::b,doi:10.61782/fa.2025.0866,looming_duration_2025,The Impact of Looming Sound Duration on Peripersonal Space Measurement (b),pps,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,,1,,,One 245-trial run with two scheduled internal breaks; global duration order semi-counterbalanced.,{},doi:10.61782/fa.2025.0866::b,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.61782_fa.2025.0866__f5a98f9a8ba1.pdf,"PDF pp.2-4, Participants, Procedure, and Experimental Design",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.61782/fa.2025.0866::b,doi:10.61782/fa.2025.0866,looming_duration_2025,The Impact of Looming Sound Duration on Peripersonal Space Measurement (b),questionnaire,Experiential and distance-estimation questionnaire,2,secondary_task,external_operator,after,pps,pps,,,,,,,,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.61782_fa.2025.0866__f5a98f9a8ba1.pdf,"PDF pp.2-4, Participants, Procedure, and Experimental Design",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
